"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2021.MMP1012,2021.MMP1012,Incident,"North America",2021-06-26,2021,June,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Rural Guadalupe Canyon, Animas, Hidalgo County, New Mexico, United States of America","31.4045116, -109.01386","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1013,2021.MMP1013,Incident,"North America",2021-07-05,2021,July,1,0,1,,1,,,Guatemala,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","205 Low Road, Sunland Park, Dona Ana County, New Mexico, United States of America","31.79247061, -106.5673541","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1014,2021.MMP1014,Incident,"North America",2021-07-08,2021,July,1,0,1,,,1,,,"South America","Mixed or unknown","United States of America","US-Mexico border crossing","1 mile north of border wall, Sunland Park, Dona Ana County, New Mexico, United States of America","31.7978, -106.6116","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1015,2021.MMP1015,Incident,"North America",2021-07-11,2021,July,1,0,1,,1,,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","MM 52 NM Hwy 9 EB, Deming, Luna County, New Mexico, United States of America","31.8695, -108.183","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1016,2021.MMP1016,Incident,"North America",2021-07-22,2021,July,1,0,1,,1,,,Ecuador,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","MM102, Hwy54, 21 miles south of Carrizozo, Lincoln County, New Mexico, United States of America","33.39819559, -106.0714326","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1017,2021.MMP1017,Incident,"North America",2021-08-04,2021,August,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Coordinate provided by UNMOME, Deming, Luna County, New Mexico, 88030, United States of America","31.97499, -107.84449","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1018,2021.MMP1018,Incident,"North America",2021-08-06,2021,August,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Brazil Road and Iman Ranch Road, Deming, Luna County, New Mexico, United States of Americ","31.9003, -107.739","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1019,2021.MMP1019,Incident,"North America",2021-08-11,2021,August,1,0,1,,1,,,Ecuador,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Tunoco Mountain, Dona Ana, Dona Ana County, New Mexico, United States of America","32.43273918, -106.8314276","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1020,2021.MMP1020,Incident,"North America",2021-08-26,2021,August,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","HW 9 MM 115, Santa Teresa, Dona Ana County, New Mexico, United States of America","31.79966, -107.20917","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1021,2021.MMP1021,Incident,"North America",2021-08-29,2021,August,1,0,1,,,1,,Guatemala,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","203 Buena Vista, Columbus, Luna County, New Mexico, United States of America","31.843635, -107.638376","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1022,2021.MMP1022,Incident,"North America",2021-09-11,2021,September,1,0,1,,,1,,Ecuador,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Highway 185 milemarker 32, Rincon, Dona Ana County, New Mexico, United States of America","32.65431, -107.09656","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1023,2021.MMP1023,Incident,"North America",2021-10-02,2021,October,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","125 Buena Vista Dr, Sunland Park, Dona Ana County, New Mexico, United States of America","31.797018, -106.579703","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1024,2021.MMP1024,Incident,"North America",2021-10-22,2021,October,1,0,1,,,1,,Unknown,"Central America (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","MM 57 on HW 9/ 2 mi N/1 Mi W, Deming, Luna County, New Mexico, United States of America","31.8728533, -108.13586","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1025,2021.MMP1025,Incident,"North America",2021-11-09,2021,November,1,0,1,,,1,,Unknown,Unknown,"Mixed or unknown","United States of America","US-Mexico border crossing","1.5 miles North and East of Border Monument 40, Columbus, Luna County, New Mexico, United States of America","32.2061331, -107.85911","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1026,2021.MMP1026,Incident,"North America",2021-11-15,2021,November,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","4-5 miles South Posey Road and Anapra Road, Sunland Park, Dona Ana County, New Mexico, United States of America","31.78393, -106.5659","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1027,2021.MMP1027,Incident,"North America",2021-11-23,2021,November,1,0,1,,,1,,Mexico,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","1682 Lincoln St, Anthony, Otero County, New Mexico, United States of America","32.0620137, -106.286233","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1028,2021.MMP1028,Incident,"North America",2021-01-06,2021,January,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, Found, international border, San Diego, San Diego County, California, 92154, United States of America","32.547017, -116.98241","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1029,2021.MMP1029,Incident,"North America",2021-01-12,2021,January,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Unspecified location, Found, open area, Mount Laguna, San Diego County, California, 91948, United States of America","32.861158, -116.422399","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1030,2021.MMP1030,Incident,"North America",2021-02-03,2021,February,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, Found, U.S.-Mexico Border, San Ysidro, San Diego County, California, 92173, United States of America","32.541306, -117.048904","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1031,2021.MMP1031,Incident,"North America",2021-02-03,2021,February,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Otay Lakes County Park, Chula Vista, San Diego County, California, 91915, United States of America","32.605073, -116.93004","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1032,2021.MMP1032,Incident,"North America",2021-03-03,2021,March,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, U.S. Border Fence, San Diego, San Diego County, California, 92154, United States of America","32.537255, -117.093169","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1033,2021.MMP1033,Incident,"North America",2021-03-28,2021,March,1,0,1,,,,1,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Unspecified location, Found, Pacific Ocean, La Jolla, San Diego County, California, 92037, United States of America","32.86257, -117.257474","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1034,2021.MMP1034,Incident,"North America",2021-04-17,2021,April,1,0,1,,,1,,Mexico,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","Unspecified location, Found, South Ponto Beach, Carlsbad, San Diego County, California, 92011, United States of America","33.086245, -117.312708","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1035,2021.MMP1035,Incident,"North America",2021-04-27,2021,April,1,0,1,,,1,,Mexico,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","Unspecified location, Found, Otay Mountain, Jamul, San Diego County, California, 91935, United States of America","32.637641, -116.855516","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1036,2021.MMP1036,Incident,"North America",2021-04-28,2021,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Otay Lake, Jamul, San Diego County, California, 91935, United States of America","32.639907, -116.931818","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1037,2021.MMP1037,Incident,"North America",2021-05-06,2021,May,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, Chula Vista, San Diego County, California, 91911, United States of America","32.619185, -117.022998","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1038,2021.MMP1038,Incident,"North America",2021-06-18,2021,June,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Embankment, Dulzura, San Diego County, California, 91917, United States of America","32.637375, -116.765877","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1039,2021.MMP1039,Incident,"North America",2021-07-03,2021,July,1,0,1,,,1,,Mexico,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","Unspecified location, Open Area, Dulzura, San Diego County, California, 91917, United States of America","32.647309, -116.788723","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1040,2021.MMP1040,Incident,"North America",2021-07-03,2021,July,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, San Diego, San Diego County, California, 92103, United States of America","32.753519, -117.1676642","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1041,2021.MMP1041,Incident,"North America",2021-07-08,2021,July,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Unspecified location, Open Area, San Diego, San Diego County, California, 92154, United States of America","32.538837, -117.081104","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1042,2021.MMP1042,Incident,"North America",2021-07-13,2021,July,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, San Diego, San Diego County, California, 92103, United States of America","32.754661, -117.16653","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1043,2021.MMP1043,Incident,"North America",2021-07-26,2021,July,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,"United States of America","US-Mexico border crossing","Unspecified location, Found, Wastewater Treatment Plant, San Ysidro, San Diego County, California, 92173, United States of America","32.5442005, -117.0708668","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1044,2021.MMP1044,Incident,"North America",2021-08-08,2021,August,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, San Ysidro Port of Entry, San Ysidro, San Diego County, California, 92173, United States of America","32.5436599, -117.0321815","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1045,2021.MMP1045,Incident,"North America",2021-08-09,2021,August,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Otay Mountain, San Diego, San Diego County, California, 92179, United States of America","32.553391, -116.910581","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1046,2021.MMP1046,Incident,"North America",2021-08-10,2021,August,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Mountainside, Dulzura, San Diego County, California, 91917, United States of America","32.563244, -116.795723","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
2021.MMP1047,2021.MMP1047,Incident,"North America",2021-08-28,2021,August,1,0,1,,,1,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Unspecified location, Found, Field, Jacumba, San Diego County, California, 91934, United States of America","32.6157, -116.189601","Northern America","San Diego County Medical Examiner's Office (SDCMEO)",,5
